,Date,Infected,Deaths,Recovered
87,2020-04-27,199414.0,26977.0,66624.0
88,2020-04-28,201505.0,27359.0,68941.0
89,2020-04-29,203591.0,27682.0,71252.0
90,2020-04-30,205463.0,27967.0,75945.0
91,2020-05-01,207428.0,28236.0,78249.0
92,2020-05-02,209328.0,28710.0,79914.0
93,2020-05-03,210717.0,28884.0,81654.0
94,2020-05-04,211938.0,29079.0,82879.0
95,2020-05-05,213013.0,29315.0,85231.0
96,2020-05-06,214457.0,29684.0,93245.0
97,2020-05-07,215858.0,29958.0,96276.0
98,2020-05-08,217185.0,30201.0,99023.0
99,2020-05-09,218268.0,30395.0,103031.0
100,2020-05-10,219070.0,30560.0,105186.0
101,2020-05-11,219814.0,30739.0,106587.0
102,2020-05-12,221216.0,30911.0,109039.0
103,2020-05-13,222104.0,31106.0,112541.0
104,2020-05-14,223096.0,31368.0,115288.0
105,2020-05-15,223885.0,31610.0,120205.0
106,2020-05-16,224760.0,31763.0,122810.0
107,2020-05-17,225435.0,31908.0,125176.0
108,2020-05-18,225886.0,32007.0,127326.0
109,2020-05-19,226699.0,32169.0,129401.0
110,2020-05-20,227364.0,32330.0,132282.0
111,2020-05-21,228006.0,32486.0,134560.0
112,2020-05-22,228658.0,32616.0,136720.0
113,2020-05-23,229327.0,32735.0,138840.0
114,2020-05-24,229858.0,32785.0,140479.0
115,2020-05-25,230158.0,32877.0,141981.0
116,2020-05-26,230555.0,32955.0,144658.0
117,2020-05-27,231139.0,33072.0,147101.0
118,2020-05-28,231732.0,33142.0,150604.0
119,2020-05-29,232248.0,33229.0,152844.0
120,2020-05-30,232664.0,33340.0,155633.0
121,2020-05-31,232997.0,33415.0,157507.0
122,2020-06-01,233197.0,33475.0,158355.0
123,2020-06-02,233515.0,33530.0,160092.0
124,2020-06-03,233836.0,33601.0,160938.0
125,2020-06-04,234013.0,33689.0,161895.0
126,2020-06-05,234531.0,33774.0,163781.0
127,2020-06-06,234801.0,33846.0,165078.0
128,2020-06-07,234998.0,33899.0,165837.0
129,2020-06-08,235278.0,33964.0,166584.0
130,2020-06-09,235561.0,34043.0,168646.0
131,2020-06-10,235763.0,34114.0,169939.0
132,2020-06-11,236142.0,34167.0,171338.0
133,2020-06-12,236305.0,34223.0,173085.0
134,2020-06-13,236651.0,34301.0,174865.0
135,2020-06-14,236989.0,34345.0,176370.0
136,2020-06-15,237290.0,34371.0,177010.0
137,2020-06-16,237500.0,34405.0,178526.0
138,2020-06-17,237828.0,34448.0,179455.0
139,2020-06-18,238159.0,34514.0,180544.0
140,2020-06-19,238011.0,34561.0,181907.0
141,2020-06-20,238275.0,34610.0,182453.0
